"CTYNAME","pop2021","GrowthRate","popDensity"
"Providence County","642887","2.3970","1952.3940"
"Kent County","164770","-0.7589","500.3927"
"Washington County","124537","-2.0142","378.2084"
"Newport County","81152","-2.4334","246.4518"
"Bristol County","48163","-3.3221","146.2670"